fef20f7a2487248c359f82c5f9dcd2e47be5f2c8,DELETE,regular-file,src/assets/3_banner.png,18259469,
c943ef6b829ea91b0a46ad69e8f9adcd40490c6d,DELETE,regular-file,src/assets/b_new.png,21915798,
